תאריך,שער,נפח,,,,
05.10.2021,0.2268,,,,,
04.10.2021,0.2276,,,,,
01.10.2021,0.2291,,,,,
30.09.2021,0.2299,,,,,
29.09.2021,0.2312,,,,,
28.09.2021,0.23,,,,,
27.09.2021,0.228,,,,,
24.09.2021,0.2285,,,,,
23.09.2021,0.2277,,,,,
22.09.2021,0.229,,,,,
21.09.2021,0.2282,,,,,
20.09.2021,0.2276,,,,,
17.09.2021,0.2267,,,,,
16.09.2021,0.2256,,,,,
15.09.2021,0.2253,,,,,
14.09.2021,0.2254,,,,,
13.09.2021,0.2249,,,,,
10.09.2021,0.2255,,,,,
09.09.2021,0.2253,,,,,
08.09.2021,0.2263,,,,,
07.09.2021,0.2259,,,,,
06.09.2021,0.2254,,,,,
03.09.2021,0.2249,,,,,
02.09.2021,0.2253,,,,,
01.09.2021,0.2263,,,,,
31.08.2021,0.2267,,,,,
30.08.2021,0.2258,,,,,
27.08.2021,0.2255,,,,,
26.08.2021,0.226,,,,,
25.08.2021,0.2249,,,,,
24.08.2021,0.2262,,,,,
23.08.2021,0.226,,,,,
20.08.2021,0.2265,,,,,
19.08.2021,0.2255,,,,,
18.08.2021,0.2247,,,,,
17.08.2021,0.2247,,,,,
16.08.2021,0.2235,,,,,
13.08.2021,0.2241,,,,,
12.08.2021,0.2246,,,,,
11.08.2021,0.223,,,,,
10.08.2021,0.2237,,,,,
09.08.2021,0.2241,,,,,
06.08.2021,0.2233,,,,,
05.08.2021,0.2231,,,,,
04.08.2021,0.2238,,,,,
03.08.2021,0.2237,,,,,
02.08.2021,0.2232,,,,,
30.07.2021,0.2226,,,,,
29.07.2021,0.2209,,,,,
28.07.2021,0.2209,,,,,
27.07.2021,0.2211,,,,,
26.07.2021,0.2221,,,,,
23.07.2021,0.2222,,,,,
22.07.2021,0.2214,,,,,
21.07.2021,0.2224,,,,,
20.07.2021,0.2227,,,,,
19.07.2021,0.2215,,,,,
16.07.2021,0.2207,,,,,
15.07.2021,0.2206,,,,,
14.07.2021,0.2209,,,,,
13.07.2021,0.2201,,,,,
12.07.2021,0.2193,,,,,
09.07.2021,0.2192,,,,,
08.07.2021,0.221,,,,,
07.07.2021,0.2212,,,,,
06.07.2021,0.2211,,,,,
05.07.2021,0.2212,,,,,
02.07.2021,0.2209,,,,,
01.07.2021,0.2221,,,,,
30.06.2021,0.2216,,,,,
29.06.2021,0.2218,,,,,
28.06.2021,0.221,,,,,
25.06.2021,0.2215,,,,,
24.06.2021,0.2212,,,,,
23.06.2021,0.22,,,,,
22.06.2021,0.2198,,,,,
21.06.2021,0.2195,,,,,
18.06.2021,0.2207,,,,,
17.06.2021,0.2197,,,,,
16.06.2021,0.2193,,,,,
15.06.2021,0.219,,,,,
14.06.2021,0.2182,,,,,
11.06.2021,0.2176,,,,,
10.06.2021,0.2172,,,,,
09.06.2021,0.2183,,,,,
08.06.2021,0.2177,,,,,
07.06.2021,0.2171,,,,,
04.06.2021,0.2172,,,,,
03.06.2021,0.2175,,,,,
02.06.2021,0.2172,,,,,
01.06.2021,0.2178,,,,,
31.05.2021,0.2165,,,,,
28.05.2021,0.2166,,,,,
27.05.2021,0.2171,,,,,
26.05.2021,0.2177,,,,,
25.05.2021,0.2178,,,,,
24.05.2021,0.2172,,,,,
21.05.2021,0.2169,,,,,
20.05.2021,0.2162,,,,,
19.05.2021,0.2167,,,,,
18.05.2021,0.2163,,,,,
17.05.2021,0.2156,,,,,
14.05.2021,0.2164,,,,,
13.05.2021,0.2162,,,,,
12.05.2021,0.2161,,,,,
11.05.2021,0.2148,,,,,
10.05.2021,0.217,,,,,
07.05.2021,0.2198,,,,,
06.05.2021,0.2208,,,,,
05.05.2021,0.22,,,,,
04.05.2021,0.2205,,,,,
03.05.2021,0.221,,,,,
30.04.2021,0.2228,,,,,
29.04.2021,0.2206,,,,,
28.04.2021,0.2206,,,,,
27.04.2021,0.2216,,,,,
26.04.2021,0.222,,,,,
23.04.2021,0.2212,,,,,
22.04.2021,0.2216,,,,,
21.04.2021,0.2196,,,,,
20.04.2021,0.2206,,,,,
19.04.2021,0.2191,,,,,
16.04.2021,0.2203,,,,,
15.04.2021,0.221,,,,,
14.04.2021,0.2211,,,,,
13.04.2021,0.2208,,,,,
12.04.2021,0.2207,,,,,
09.04.2021,0.2213,,,,,
08.04.2021,0.2217,,,,,
07.04.2021,0.221,,,,,
06.04.2021,0.2193,,,,,
05.04.2021,0.2172,,,,,
02.04.2021,0.2169,,,,,
01.04.2021,0.2167,,,,,
31.03.2021,0.217,,,,,
30.03.2021,0.218,,,,,
29.03.2021,0.2178,,,,,
26.03.2021,0.2176,,,,,
25.03.2021,0.2186,,,,,
24.03.2021,0.2203,,,,,
23.03.2021,0.2204,,,,,
22.03.2021,0.2185,,,,,
19.03.2021,0.2182,,,,,
18.03.2021,0.2181,,,,,
17.03.2021,0.2176,,,,,
16.03.2021,0.2185,,,,,
15.03.2021,0.2173,,,,,
12.03.2021,0.2159,,,,,
11.03.2021,0.2161,,,,,
10.03.2021,0.2161,,,,,
09.03.2021,0.2163,,,,,
08.03.2021,0.2162,,,,,
05.03.2021,0.2167,,,,,
04.03.2021,0.2168,,,,,
03.03.2021,0.2164,,,,,
02.03.2021,0.217,,,,,
01.03.2021,0.2173,,,,,
26.02.2021,0.2166,,,,,
25.02.2021,0.2162,,,,,
24.02.2021,0.2166,,,,,
23.02.2021,0.2166,,,,,
22.02.2021,0.2174,,,,,
19.02.2021,0.218,,,,,
18.02.2021,0.2184,,,,,
17.02.2021,0.2208,,,,,
16.02.2021,0.2218,,,,,
15.02.2021,0.2216,,,,,
12.02.2021,0.2219,,,,,
