תאריך,שער,נפח,,,,
09.12.2022,1.1634,225.03K,,,,
08.12.2022,1.1586,262.73K,,,,
07.12.2022,1.161,280.18K,,,,
06.12.2022,1.1591,238.33K,,,,
05.12.2022,1.1615,254.76K,,,,
02.12.2022,1.1655,229.49K,,,,
01.12.2022,1.1629,279.93K,,,,
30.11.2022,1.1582,281.65K,,,,
29.11.2022,1.157,207.28K,,,,
28.11.2022,1.156,205.87K,,,,
25.11.2022,1.1629,181.63K,,,,
24.11.2022,1.1633,215.40K,,,,
23.11.2022,1.1591,204.38K,,,,
22.11.2022,1.153,217.17K,,,,
21.11.2022,1.1538,226.46K,,,,
18.11.2022,1.151,253.61K,,,,
17.11.2022,1.1445,253.96K,,,,
16.11.2022,1.1454,266.59K,,,,
15.11.2022,1.1456,277.50K,,,,
14.11.2022,1.1378,257.10K,,,,
11.11.2022,1.1428,285.20K,,,,
10.11.2022,1.1472,294.16K,,,,
09.11.2022,1.1338,273.27K,,,,
08.11.2022,1.1449,254.89K,,,,
07.11.2022,1.1485,246.15K,,,,
04.11.2022,1.1416,242.49K,,,,
03.11.2022,1.1445,216.15K,,,,
02.11.2022,1.1597,207.38K,,,,
01.11.2022,1.1628,202.13K,,,,
31.10.2022,1.16,209.06K,,,,
28.10.2022,1.1648,218.93K,,,,
27.10.2022,1.1603,282.52K,,,,
26.10.2022,1.1534,240.55K,,,,
25.10.2022,1.1504,219.01K,,,,
24.10.2022,1.1417,256.81K,,,,
21.10.2022,1.1458,244.40K,,,,
20.10.2022,1.1486,275.79K,,,,
19.10.2022,1.1472,252.82K,,,,
18.10.2022,1.1482,279.88K,,,,
17.10.2022,1.1542,248.23K,,,,
14.10.2022,1.1488,300.49K,,,,
13.10.2022,1.1585,257.14K,,,,
12.10.2022,1.143,272.78K,,,,
11.10.2022,1.1294,299.16K,,,,
10.10.2022,1.1392,279.26K,,,,
07.10.2022,1.1374,234.10K,,,,
06.10.2022,1.1394,264.94K,,,,
05.10.2022,1.1459,263.21K,,,,
04.10.2022,1.1488,248.31K,,,,
03.10.2022,1.1517,269.63K,,,,
30.09.2022,1.1384,263.09K,,,,
29.09.2022,1.1321,267.23K,,,,
28.09.2022,1.1182,293.07K,,,,
27.09.2022,1.1183,289.99K,,,,
26.09.2022,1.1117,290.39K,,,,
23.09.2022,1.1199,246.78K,,,,
22.09.2022,1.1442,272.48K,,,,
21.09.2022,1.145,219.81K,,,,
20.09.2022,1.141,196.01K,,,,
19.09.2022,1.1403,160.21K,,,,
16.09.2022,1.139,203.89K,,,,
15.09.2022,1.1459,189.93K,,,,
14.09.2022,1.1552,229.66K,,,,
13.09.2022,1.1523,205.85K,,,,
12.09.2022,1.1541,159.25K,,,,
09.09.2022,1.1537,212.44K,,,,
08.09.2022,1.1503,225.34K,,,,
07.09.2022,1.1523,220.48K,,,,
06.09.2022,1.1623,265.04K,,,,
05.09.2022,1.1593,187.06K,,,,
02.09.2022,1.1559,192.30K,,,,
01.09.2022,1.1606,228.28K,,,,
31.08.2022,1.1552,218.99K,,,,
30.08.2022,1.1636,232.60K,,,,
29.08.2022,1.1708,159.33K,,,,
26.08.2022,1.1788,158.40K,,,,
25.08.2022,1.1858,214.31K,,,,
24.08.2022,1.1837,178.86K,,,,
23.08.2022,1.1865,209.07K,,,,
22.08.2022,1.1831,222.74K,,,,
19.08.2022,1.1782,214.98K,,,,
18.08.2022,1.1821,216.14K,,,,
17.08.2022,1.1831,214.78K,,,,
16.08.2022,1.1886,186.03K,,,,
15.08.2022,1.186,165.75K,,,,
12.08.2022,1.182,222.87K,,,,
11.08.2022,1.1833,223.03K,,,,
10.08.2022,1.1868,253.67K,,,,
09.08.2022,1.1826,223.09K,,,,
08.08.2022,1.184,178.04K,,,,
05.08.2022,1.1852,213.07K,,,,
04.08.2022,1.1869,213.82K,,,,
03.08.2022,1.1945,212.28K,,,,
02.08.2022,1.197,253.78K,,,,
01.08.2022,1.1932,216.11K,,,,
29.07.2022,1.1902,212.04K,,,,
28.07.2022,1.1942,254.63K,,,,
27.07.2022,1.1906,192.35K,,,,
26.07.2022,1.1885,203.18K,,,,
25.07.2022,1.1778,204.52K,,,,
22.07.2022,1.1751,188.81K,,,,
21.07.2022,1.1721,244.49K,,,,
20.07.2022,1.1756,227.49K,,,,
19.07.2022,1.1725,201.87K,,,,
18.07.2022,1.1778,191.05K,,,,
15.07.2022,1.1745,207.80K,,,,
14.07.2022,1.1798,233.48K,,,,
13.07.2022,1.1813,219.65K,,,,
12.07.2022,1.1835,221.65K,,,,
11.07.2022,1.1838,201.23K,,,,
08.07.2022,1.1806,239.47K,,,,
07.07.2022,1.1828,235.99K,,,,
06.07.2022,1.1708,254.74K,,,,
05.07.2022,1.1645,232.98K,,,,
04.07.2022,1.1612,182.36K,,,,
01.07.2022,1.1595,182.84K,,,,
30.06.2022,1.1612,212.53K,,,,
29.06.2022,1.1611,231.22K,,,,
28.06.2022,1.1579,243.50K,,,,
27.06.2022,1.1586,212.70K,,,,
24.06.2022,1.1614,202.65K,,,,
23.06.2022,1.1645,269.29K,,,,
22.06.2022,1.1606,203.03K,,,,
21.06.2022,1.1659,193.56K,,,,
20.06.2022,1.1652,185.92K,,,,
17.06.2022,1.1639,247.77K,,,,
16.06.2022,1.1704,315.73K,,,,
15.06.2022,1.1658,246.37K,,,,
14.06.2022,1.1514,225.21K,,,,
13.06.2022,1.1651,191.19K,,,,
10.06.2022,1.1706,181.66K,,,,
09.06.2022,1.1763,183.44K,,,,
08.06.2022,1.1699,160.94K,,,,
07.06.2022,1.1761,171.29K,,,,
06.06.2022,1.1715,160.67K,,,,
03.06.2022,1.1648,107.92K,,,,
02.06.2022,1.1699,135.58K,,,,
01.06.2022,1.1725,157.12K,,,,
31.05.2022,1.1735,185.48K,,,,
30.05.2022,1.1734,139.55K,,,,
27.05.2022,1.1757,171.83K,,,,
26.05.2022,1.1739,183.42K,,,,
25.05.2022,1.176,209.54K,,,,
24.05.2022,1.1671,192.25K,,,,
23.05.2022,1.1771,179.84K,,,,
20.05.2022,1.1819,198.52K,,,,
19.05.2022,1.1765,215.44K,,,,
18.05.2022,1.1785,202.21K,,,,
17.05.2022,1.1838,203.55K,,,,
16.05.2022,1.1804,183.13K,,,,
13.05.2022,1.1772,197.06K,,,,
12.05.2022,1.1751,259.26K,,,,
11.05.2022,1.165,239.00K,,,,
10.05.2022,1.1701,208.40K,,,,
09.05.2022,1.1678,172.23K,,,,
06.05.2022,1.1688,221.33K,,,,
05.05.2022,1.1726,219.71K,,,,
04.05.2022,1.1879,172.30K,,,,
03.05.2022,1.1876,170.55K,,,,
02.05.2022,1.1889,123.04K,,,,
29.04.2022,1.1921,209.81K,,,,
28.04.2022,1.1861,196.65K,,,,
27.04.2022,1.1884,192.98K,,,,
26.04.2022,1.1819,212.59K,,,,
25.04.2022,1.189,229.97K,,,,
22.04.2022,1.1891,187.61K,,,,
21.04.2022,1.2017,228.06K,,,,
20.04.2022,1.2037,204.46K,,,,
19.04.2022,1.2044,179.74K,,,,
18.04.2022,1.2062,109.36K,,,,
15.04.2022,1.208,169.13K,,,,
14.04.2022,1.2063,201.23K,,,,
13.04.2022,1.2044,188.33K,,,,
12.04.2022,1.2001,149.97K,,,,
11.04.2022,1.1968,141.19K,,,,
08.04.2022,1.1977,143.99K,,,,
07.04.2022,1.2016,149.70K,,,,
06.04.2022,1.1991,155.93K,,,,
05.04.2022,1.1981,134.26K,,,,
04.04.2022,1.1949,167.12K,,,,
01.04.2022,1.1859,240.49K,,,,
31.03.2022,1.1866,177.77K,,,,
30.03.2022,1.1765,187.70K,,,,
29.03.2022,1.1804,204.81K,,,,
28.03.2022,1.1914,152.83K,,,,
25.03.2022,1.1998,149.64K,,,,
24.03.2022,1.1986,145.15K,,,,
23.03.2022,1.1996,156.23K,,,,
22.03.2022,1.2019,174.14K,,,,
21.03.2022,1.1949,146.03K,,,,
18.03.2022,1.1923,147.90K,,,,
17.03.2022,1.1851,192.47K,,,,
16.03.2022,1.1913,206.85K,,,,
15.03.2022,1.1901,204.43K,,,,
14.03.2022,1.1882,167.72K,,,,
11.03.2022,1.1945,216.57K,,,,
10.03.2022,1.1908,214.91K,,,,
09.03.2022,1.1897,231.48K,,,,
08.03.2022,1.2018,235.51K,,,,
07.03.2022,1.2069,238.04K,,,,
04.03.2022,1.2102,209.45K,,,,
03.03.2022,1.2058,195.28K,,,,
02.03.2022,1.205,186.85K,,,,
01.03.2022,1.1972,211.96K,,,,
28.02.2022,1.1957,205.16K,,,,
25.02.2022,1.1893,187.03K,,,,
24.02.2022,1.1947,248.45K,,,,
23.02.2022,1.197,162.08K,,,,
22.02.2022,1.199,194.49K,,,,
21.02.2022,1.2021,128.53K,,,,
18.02.2022,1.2,165.30K,,,,
17.02.2022,1.1982,193.22K,,,,
16.02.2022,1.1941,174.58K,,,,
15.02.2022,1.1913,171.92K,,,,
14.02.2022,1.196,182.90K,,,,
11.02.2022,1.1944,199.21K,,,,
10.02.2022,1.1861,191.48K,,,,
09.02.2022,1.1843,154.02K,,,,
08.02.2022,1.1861,211.56K,,,,
07.02.2022,1.1827,179.11K,,,,
04.02.2022,1.1816,197.10K,,,,
03.02.2022,1.1883,168.85K,,,,
02.02.2022,1.201,123.29K,,,,
01.02.2022,1.1993,133.78K,,,,
31.01.2022,1.1965,138.32K,,,,
28.01.2022,1.2025,159.42K,,,,
27.01.2022,1.2008,167.75K,,,,
26.01.2022,1.1975,158.03K,,,,
25.01.2022,1.1944,191.30K,,,,
24.01.2022,1.1905,210.10K,,,,
21.01.2022,1.1948,161.76K,,,,
20.01.2022,1.2016,170.51K,,,,
19.01.2022,1.1994,205.62K,,,,
18.01.2022,1.1999,233.28K,,,,
17.01.2022,1.1958,151.96K,,,,
14.01.2022,1.1975,156.50K,,,,
13.01.2022,1.1962,147.19K,,,,
12.01.2022,1.197,133.85K,,,,
11.01.2022,1.1993,129.77K,,,,
10.01.2022,1.1985,125.77K,,,,
07.01.2022,1.1955,106.10K,,,,
06.01.2022,1.1977,159.35K,,,,
05.01.2022,1.1977,104.07K,,,,
04.01.2022,1.1983,108.84K,,,,
03.01.2022,1.1923,79.86K,,,,
31.12.2021,1.1897,89.63K,,,,
30.12.2021,1.1914,90.88K,,,,
29.12.2021,1.1881,100.31K,,,,
28.12.2021,1.1875,100.12K,,,,
27.12.2021,1.1862,78.54K,,,,
24.12.2021,1.1823,138.36K,,,,
23.12.2021,1.1834,131.69K,,,,
22.12.2021,1.1783,133.01K,,,,
21.12.2021,1.1752,166.01K,,,,
20.12.2021,1.1709,171.55K,,,,
17.12.2021,1.1775,161.52K,,,,
16.12.2021,1.1753,160.11K,,,,
15.12.2021,1.1749,204.16K,,,,
14.12.2021,1.1756,252.53K,,,,
13.12.2021,1.171,172.85K,,,,
10.12.2021,1.1727,189.67K,,,,
09.12.2021,1.1704,197.72K,,,,
08.12.2021,1.1645,284.56K,,,,
07.12.2021,1.1751,291.28K,,,,
06.12.2021,1.1751,221.81K,,,,
03.12.2021,1.1691,173.97K,,,,
02.12.2021,1.1772,188.64K,,,,
01.12.2021,1.1728,246.37K,,,,
30.11.2021,1.1725,279.34K,,,,
29.11.2021,1.1788,183.17K,,,,
26.11.2021,1.178,258.08K,,,,
25.11.2021,1.1882,189.01K,,,,
24.11.2021,1.1896,186.36K,,,,
23.11.2021,1.1888,223.84K,,,,
22.11.2021,1.192,280.48K,,,,
19.11.2021,1.1915,153.62K,,,,
18.11.2021,1.1864,218.73K,,,,
17.11.2021,1.1908,205.86K,,,,
16.11.2021,1.1858,185.73K,,,,
15.11.2021,1.18,165.91K,,,,
12.11.2021,1.171,149.49K,,,,
11.11.2021,1.1674,142.58K,,,,
10.11.2021,1.1671,177.00K,,,,
09.11.2021,1.169,148.55K,,,,
08.11.2021,1.1699,155.56K,,,,
05.11.2021,1.1664,159.21K,,,,
04.11.2021,1.1682,207.73K,,,,
03.11.2021,1.1782,198.12K,,,,
02.11.2021,1.1755,186.05K,,,,
01.11.2021,1.177,175.73K,,,,
29.10.2021,1.1838,175.53K,,,,
28.10.2021,1.1801,195.90K,,,,
27.10.2021,1.1843,151.19K,,,,
26.10.2021,1.187,141.78K,,,,
25.10.2021,1.1859,158.36K,,,,
22.10.2021,1.1802,154.03K,,,,
21.10.2021,1.1863,138.04K,,,,
20.10.2021,1.1863,132.24K,,,,
19.10.2021,1.1853,124.82K,,,,
18.10.2021,1.1819,151.61K,,,,
15.10.2021,1.1851,154.91K,,,,
14.10.2021,1.1789,112.42K,,,,
13.10.2021,1.1781,184.28K,,,,
12.10.2021,1.1781,126.46K,,,,
11.10.2021,1.1768,134.38K,,,,
08.10.2021,1.1763,127.13K,,,,
07.10.2021,1.1786,141.64K,,,,
06.10.2021,1.1747,165.92K,,,,
05.10.2021,1.1749,174.62K,,,,
04.10.2021,1.1709,128.58K,,,,
01.10.2021,1.1679,135.79K,,,,
30.09.2021,1.1629,175.86K,,,,
29.09.2021,1.1572,159.13K,,,,
28.09.2021,1.1582,176.98K,,,,
27.09.2021,1.1709,132.64K,,,,
24.09.2021,1.1668,142.39K,,,,
23.09.2021,1.1683,155.83K,,,,
22.09.2021,1.1655,166.24K,,,,
21.09.2021,1.1647,147.93K,,,,
20.09.2021,1.1645,141.85K,,,,
17.09.2021,1.1716,129.56K,,,,
16.09.2021,1.1717,172.14K,,,,
15.09.2021,1.1707,139.27K,,,,
14.09.2021,1.1697,150.01K,,,,
13.09.2021,1.1714,118.73K,,,,
10.09.2021,1.1711,153.72K,,,,
09.09.2021,1.1698,138.51K,,,,
08.09.2021,1.1651,169.96K,,,,
07.09.2021,1.1642,162.89K,,,,
06.09.2021,1.1653,105.42K,,,,
03.09.2021,1.1667,160.70K,,,,
02.09.2021,1.1644,132.28K,,,,
01.09.2021,1.1628,154.04K,,,,
31.08.2021,1.1645,143.56K,,,,
30.08.2021,1.166,97.65K,,,,
27.08.2021,1.1661,179.62K,,,,
26.08.2021,1.1655,144.68K,,,,
25.08.2021,1.1686,132.46K,,,,
24.08.2021,1.1676,93.44K,,,,
23.08.2021,1.1677,113.24K,,,,
20.08.2021,1.1644,139.97K,,,,
19.08.2021,1.1678,160.37K,,,,
18.08.2021,1.1742,137.36K,,,,
17.08.2021,1.1731,129.34K,,,,
16.08.2021,1.1756,135.67K,,,,
13.08.2021,1.1753,119.26K,,,,
12.08.2021,1.1768,139.05K,,,,
11.08.2021,1.1815,127.72K,,,,
10.08.2021,1.1809,215.08K,,,,
09.08.2021,1.1791,135.90K,,,,
06.08.2021,1.1792,125.34K,,,,
05.08.2021,1.1767,149.88K,,,,
04.08.2021,1.1732,140.25K,,,,
03.08.2021,1.1728,125.54K,,,,
02.08.2021,1.1693,107.20K,,,,
30.07.2021,1.1709,135.75K,,,,
29.07.2021,1.174,162.88K,,,,
28.07.2021,1.1732,179.21K,,,,
27.07.2021,1.174,139.41K,,,,
26.07.2021,1.1704,111.40K,,,,
23.07.2021,1.1671,145.95K,,,,
22.07.2021,1.1691,147.09K,,,,
21.07.2021,1.1623,143.95K,,,,
20.07.2021,1.1564,203.52K,,,,
19.07.2021,1.1584,184.34K,,,,
16.07.2021,1.1657,162.96K,,,,
15.07.2021,1.1703,165.82K,,,,
14.07.2021,1.1705,130.81K,,,,
13.07.2021,1.1727,130.85K,,,,
12.07.2021,1.17,177.56K,,,,
09.07.2021,1.1702,146.08K,,,,
08.07.2021,1.1637,154.91K,,,,
07.07.2021,1.1702,146.26K,,,,
06.07.2021,1.1669,209.02K,,,,
05.07.2021,1.1669,114.57K,,,,
02.07.2021,1.1648,131.29K,,,,
01.07.2021,1.1615,126.08K,,,,
30.06.2021,1.166,140.36K,,,,
29.06.2021,1.1627,133.79K,,,,
28.06.2021,1.1639,113.85K,,,,
25.06.2021,1.1625,138.46K,,,,
24.06.2021,1.1666,164.87K,,,,
23.06.2021,1.1703,137.92K,,,,
22.06.2021,1.1679,159.31K,,,,
21.06.2021,1.1686,203.92K,,,,
18.06.2021,1.1639,222.59K,,,,
17.06.2021,1.1687,182.89K,,,,
16.06.2021,1.1661,156.20K,,,,
15.06.2021,1.1612,138.60K,,,,
14.06.2021,1.164,129.47K,,,,
11.06.2021,1.1648,147.54K,,,,
10.06.2021,1.1643,153.70K,,,,
09.06.2021,1.1589,130.83K,,,,
08.06.2021,1.1626,143.60K,,,,
07.06.2021,1.1631,124.63K,,,,
04.06.2021,1.1631,140.90K,,,,
03.06.2021,1.1629,139.79K,,,,
02.06.2021,1.1601,173.20K,,,,
01.06.2021,1.1581,168.52K,,,,
31.05.2021,1.1619,165.99K,,,,
28.05.2021,1.1634,154.50K,,,,
27.05.2021,1.1645,220.42K,,,,
26.05.2021,1.1578,202.44K,,,,
25.05.2021,1.1548,211.92K,,,,
24.05.2021,1.1587,185.95K,,,,
21.05.2021,1.1612,207.82K,,,,
20.05.2021,1.1602,206.00K,,,,
19.05.2021,1.1591,216.96K,,,,
18.05.2021,1.1605,207.57K,,,,
17.05.2021,1.1628,164.21K,,,,
14.05.2021,1.1607,159.13K,,,,
13.05.2021,1.1629,197.72K,,,,
12.05.2021,1.1637,194.61K,,,,
11.05.2021,1.1639,233.09K,,,,
10.05.2021,1.164,221.42K,,,,
07.05.2021,1.1485,176.36K,,,,
06.05.2021,1.1506,208.02K,,,,
05.05.2021,1.1579,227.98K,,,,
04.05.2021,1.1554,213.12K,,,,
03.05.2021,1.1528,138.80K,,,,
30.04.2021,1.1491,194.11K,,,,
29.04.2021,1.1501,185.13K,,,,
28.04.2021,1.1488,174.81K,,,,
27.04.2021,1.1504,221.67K,,,,
26.04.2021,1.1502,196.57K,,,,
23.04.2021,1.1465,179.67K,,,,
22.04.2021,1.1514,213.33K,,,,
21.04.2021,1.1571,210.55K,,,,
20.04.2021,1.1578,203.60K,,,,
19.04.2021,1.1617,167.39K,,,,
16.04.2021,1.1537,210.22K,,,,
15.04.2021,1.1518,234.79K,,,,
14.04.2021,1.15,205.00K,,,,
13.04.2021,1.1503,198.59K,,,,
12.04.2021,1.1534,192.56K,,,,
09.04.2021,1.1514,172.27K,,,,
08.04.2021,1.1526,186.99K,,,,
07.04.2021,1.1566,226.99K,,,,
06.04.2021,1.1637,177.96K,,,,
05.04.2021,1.1762,111.27K,,,,
02.04.2021,1.1755,123.28K,,,,
01.04.2021,1.1741,242.72K,,,,
31.03.2021,1.1745,235.84K,,,,
30.03.2021,1.1725,176.05K,,,,
29.03.2021,1.1694,200.79K,,,,
26.03.2021,1.1687,200.01K,,,,
25.03.2021,1.1672,219.90K,,,,
24.03.2021,1.1582,245.21K,,,,
23.03.2021,1.1601,210.56K,,,,
22.03.2021,1.1613,190.11K,,,,
19.03.2021,1.1651,232.37K,,,,
18.03.2021,1.1682,228.83K,,,,
17.03.2021,1.1655,218.74K,,,,
16.03.2021,1.1668,200.32K,,,,
15.03.2021,1.1643,217.46K,,,,
12.03.2021,1.1644,245.89K,,,,
11.03.2021,1.167,231.76K,,,,
10.03.2021,1.1677,251.28K,,,,
09.03.2021,1.1673,286.15K,,,,
08.03.2021,1.1669,277.04K,,,,
05.03.2021,1.1613,271.95K,,,,
04.03.2021,1.1607,297.39K,,,,
03.03.2021,1.1564,278.29K,,,,
02.03.2021,1.1538,269.07K,,,,
01.03.2021,1.155,301.12K,,,,
26.02.2021,1.1535,336.07K,,,,
25.02.2021,1.1506,369.00K,,,,
24.02.2021,1.1623,267.72K,,,,
23.02.2021,1.1613,296.13K,,,,
22.02.2021,1.1566,232.59K,,,,
19.02.2021,1.1562,267.53K,,,,
18.02.2021,1.1554,279.74K,,,,
17.02.2021,1.1503,317.75K,,,,
16.02.2021,1.148,293.91K,,,,
15.02.2021,1.146,210.07K,,,,
12.02.2021,1.1418,234.31K,,,,
11.02.2021,1.1386,264.56K,,,,
10.02.2021,1.1409,316.04K,,,,
09.02.2021,1.1397,291.95K,,,,
08.02.2021,1.1403,289.18K,,,,
05.02.2021,1.14,257.92K,,,,
04.02.2021,1.1427,259.82K,,,,
03.02.2021,1.1338,273.71K,,,,
02.02.2021,1.1345,312.29K,,,,
01.02.2021,1.1327,300.58K,,,,
29.01.2021,1.1287,367.37K,,,,
28.01.2021,1.1315,378.54K,,,,
27.01.2021,1.1297,315.83K,,,,
26.01.2021,1.1295,234.49K,,,,
25.01.2021,1.1263,249.27K,,,,
22.01.2021,1.1245,280.90K,,,,
21.01.2021,1.1287,295.00K,,,,
20.01.2021,1.1276,271.12K,,,,
19.01.2021,1.1235,251.21K,,,,
18.01.2021,1.1246,225.39K,,,,
15.01.2021,1.1245,259.82K,,,,
14.01.2021,1.1256,260.14K,,,,
13.01.2021,1.1216,259.92K,,,,
12.01.2021,1.1193,273.81K,,,,
11.01.2021,1.1122,272.77K,,,,
08.01.2021,1.1099,239.36K,,,,
07.01.2021,1.105,266.54K,,,,
06.01.2021,1.1037,259.85K,,,,
05.01.2021,1.1075,262.94K,,,,
04.01.2021,1.1075,232.33K,,,,
01.01.2021,1.126,1.47K,,,,
31.12.2020,1.1192,241.30K,,,,
30.12.2020,1.1076,251.71K,,,,
29.12.2020,1.102,231.61K,,,,
28.12.2020,1.1007,183.71K,,,,
25.12.2020,1.1098,16.11K,,,,
24.12.2020,1.1117,292.90K,,,,
23.12.2020,1.1069,371.23K,,,,
22.12.2020,1.0982,350.23K,,,,
21.12.2020,1.0995,332.12K,,,,
18.12.2020,1.1029,262.46K,,,,
17.12.2020,1.1069,274.72K,,,,
16.12.2020,1.1071,286.80K,,,,
15.12.2020,1.1074,243.00K,,,,
14.12.2020,1.0968,201.24K,,,,
11.12.2020,1.0915,225.01K,,,,
10.12.2020,1.095,233.41K,,,,
09.12.2020,1.1087,253.76K,,,,
08.12.2020,1.1031,288.69K,,,,
07.12.2020,1.1045,265.22K,,,,
04.12.2020,1.1083,281.80K,,,,
03.12.2020,1.107,297.10K,,,,
02.12.2020,1.1028,249.05K,,,,
01.12.2020,1.1113,236.70K,,,,
30.11.2020,1.1164,207.81K,,,,
27.11.2020,1.1127,220.03K,,,,
26.11.2020,1.1208,209.10K,,,,
25.11.2020,1.123,255.74K,,,,
24.11.2020,1.1234,237.37K,,,,
23.11.2020,1.1251,230.27K,,,,
20.11.2020,1.1202,251.09K,,,,
19.11.2020,1.1165,276.57K,,,,
18.11.2020,1.1193,279.02K,,,,
17.11.2020,1.116,244.12K,,,,
16.11.2020,1.1127,223.60K,,,,
13.11.2020,1.1141,273.25K,,,,
12.11.2020,1.1106,311.12K,,,,
11.11.2020,1.1224,305.42K,,,,
10.11.2020,1.1228,338.05K,,,,
09.11.2020,1.114,313.16K,,,,
06.11.2020,1.1078,316.68K,,,,
05.11.2020,1.1112,307.58K,,,,
04.11.2020,1.1073,318.93K,,,,
03.11.2020,1.1144,232.11K,,,,
02.11.2020,1.1093,223.38K,,,,
30.10.2020,1.1107,289.21K,,,,
29.10.2020,1.1071,314.13K,,,,
28.10.2020,1.1052,272.99K,,,,
27.10.2020,1.1056,220.11K,,,,
26.10.2020,1.1026,218.31K,,,,
23.10.2020,1.0992,253.16K,,,,
22.10.2020,1.1066,248.71K,,,,
21.10.2020,1.1084,250.95K,,,,
20.10.2020,1.0946,223.96K,,,,
19.10.2020,1.1002,205.19K,,,,
16.10.2020,1.1018,228.20K,,,,
15.10.2020,1.1028,233.37K,,,,
14.10.2020,1.1075,239.50K,,,,
13.10.2020,1.101,259.95K,,,,
12.10.2020,1.1055,217.66K,,,,
09.10.2020,1.103,239.10K,,,,
08.10.2020,1.0997,288.54K,,,,
07.10.2020,1.0981,273.74K,,,,
06.10.2020,1.0972,264.90K,,,,
05.10.2020,1.1011,210.25K,,,,
02.10.2020,1.1039,302.48K,,,,
01.10.2020,1.0968,304.28K,,,,
30.09.2020,1.102,255.91K,,,,
29.09.2020,1.0949,229.99K,,,,
28.09.2020,1.0998,210.54K,,,,
25.09.2020,1.0955,274.36K,,,,
24.09.2020,1.0919,313.97K,,,,
23.09.2020,1.0908,301.93K,,,,
22.09.2020,1.0872,272.02K,,,,
21.09.2020,1.0884,270.81K,,,,
18.09.2020,1.0907,270.89K,,,,
17.09.2020,1.0946,298.58K,,,,
16.09.2020,1.0971,233.72K,,,,
15.09.2020,1.0876,186.59K,,,,
14.09.2020,1.0821,160.58K,,,,
11.09.2020,1.0798,222.35K,,,,
10.09.2020,1.0834,234.49K,,,,
09.09.2020,1.1013,228.74K,,,,
08.09.2020,1.102,227.61K,,,,
07.09.2020,1.114,162.86K,,,,
04.09.2020,1.1217,227.31K,,,,
03.09.2020,1.1205,238.84K,,,,
02.09.2020,1.1258,215.82K,,,,
01.09.2020,1.123,223.53K,,,,
31.08.2020,1.12,192.96K,,,,
28.08.2020,1.1211,234.95K,,,,
27.08.2020,1.1164,236.15K,,,,
26.08.2020,1.1163,207.24K,,,,
25.08.2020,1.111,208.34K,,,,
24.08.2020,1.1081,186.34K,,,,
21.08.2020,1.1092,233.99K,,,,
20.08.2020,1.1137,254.27K,,,,
19.08.2020,1.1063,232.76K,,,,
18.08.2020,1.1094,216.57K,,,,
17.08.2020,1.1037,189.16K,,,,
14.08.2020,1.1047,190.01K,,,,
13.08.2020,1.1055,207.80K,,,,
12.08.2020,1.1057,180.63K,,,,
11.08.2020,1.1113,208.65K,,,,
